sent,sentruby,level
斜めの折り線をたくさんつけると缶が強くなるため、缶を薄くすることができます。,斜(なな)めの折(お)り線(せん)をたくさんつけると缶(かん)が強(つよ)くなるため、缶(かん)を薄(うす)くすることができます。,2.1
働いている６４歳までの人の中で、毎年２０万人以上ががんになっています。,働(はたら)いている６４歳(さい)までの人(ひと)の中(なか)で、毎年(まいとし)２０万(まん)人(にん)以上(いじょう)ががんになっています。,4.5
がんを治療しながら働き続けることは難しいなどの理由です。,がんを治療(ちりょう)しながら働(はたら)き続(つづ)けることは難(むずか)しいなどの理由(りゆう)です。,3.0
４１１の会社はがんの検診を積極的に行っています。,４１１の会社(かいしゃ)はがんの検診(けんしん)を積極的(せっきょくてき)に行(おこな)っています。,3.4
２１日、参議院選挙がありました。,２１日(にち)、参議院(さんぎいん)選挙(せんきょ)がありました。,3.5
自民党と公明党は合計で７６人が当選して、与党が大きく勝ちました。,自民党(じみんとう)と公明党(こうめいとう)は合計(ごうけい)で７６人(にん)が当選(とうせん)して、与党(よとう)が大(おお)きく勝(か)ちました。,3.3
今まで参議院は民主党など野党の議員が多くなっていました。,今(いま)まで参議院(さんぎいん)は民主党(みんしゅとう)など野党(やとう)の議員(ぎいん)が多(おお)くなっていました。,3.6
これを国会の「ねじれ」と言います。,これを国会(こっかい)の「ねじれ」と言(い)います。,5.0
一方、民主党は１７人しか当選できませんでした。,一方(いっぽう)、民主党(みんしゅとう)は１７人(にん)しか当選(とうせん)できませんでした。,3.8
夏休みになると、子どもたちがハチに刺されることがよくあります。,夏休(なつやす)みになると、子(こ)どもたちがハチに刺(さ)されることがよくあります。,4.0
この授業には４年生から６年生までの約２２０人が出席しました。,この授業(じゅぎょう)には４年生(ねんせい)から６年生(ねんせい)までの約(やく)２２０人(にん)が出席(しゅっせき)しました。,4.2
赤ちゃんの名前はこれからウィリアム王子夫妻が考えます。,赤(あか)ちゃんの名前(なまえ)はこれからウィリアム王子(おうじ)夫妻(ふさい)が考(かんが)えます。,3.9
陸上競技の世界選手権は８月１０日にロシアのモスクワで始まります。,陸上競技(りくじょうきょうぎ)の世界(せかい)選手権(せんしゅけん)は８月(がつ)１０日(とおか)にロシアのモスクワで始(はじ)まります。,3.8
今、スーパーなどで売っている品物には、消費税を足した値段が示してあります。,今(いま)、スーパーなどで売(う)っている品物(しなもの)には、消費税(しょうひぜい)を足(た)した値段(ねだん)が示(しめ)してあります。,3.3
しかし、値段の示し方は今までと同じほうがいいと言っているスーパーもあります。,しかし、値段(ねだん)の示(しめ)し方(かた)は今(いま)までと同(おな)じほうがいいと言(い)っているスーパーもあります。,3.4
２９日、東京でこの映画を見る会があって、ジョリーさんがあいさつをしました。,２９日(にち)、東京(とうきょう)でこの映画(えいが)を見(み)る会(かい)があって、ジョリーさんがあいさつをしました。,4.6
映画「最愛の大地」は日本では来月１０日から始まります。,映画(えいが)「最愛(さいあい)の大地(だいち)」は日本(にっぽん)では来月(らいげつ)１０日(とおか)から始(はじ)まります。,4.3
フェリペ皇太子は泣いている家族の手を握ったり話をしたりして、慰めていました。,フェリペ皇太子(こうたいし)は泣(な)いている家族(かぞく)の手(て)を握(にぎ)ったり話(はなし)をしたりして、慰(なぐさ)めていました。,3.3
スクリーンを見て、大勢の人たちが祈っていました。,スクリーンを見(み)て、大勢(おおぜい)の人(ひと)たちが祈(いの)っていました。,3.8
これからこの運転士を詳しく調べることにしています。,これからこの運転士(うんてんし)を詳(くわ)しく調(しら)べることにしています。,3.0
東南アジアや南アメリカなどでは、授業に使う日本語の教材の数が足りません。,東南(とうなん)アジアや南(みなみ)アメリカなどでは、授業(じゅぎょう)に使(つか)う日本語(にほんご)の教材(きょうざい)の数(かず)が足(た)りません。,4.2
東京の多摩ニュータウンは家がたくさん集まった団地の町です。,東京(とうきょう)の多摩(たま)ニュータウンは家(いえ)がたくさん集(あつ)まった団地(だんち)の町(まち)です。,3.7
しかし、近くには店が少なくて買い物が不便です。,しかし、近(ちか)くには店(みせ)が少(すく)なくて買(か)い物(もの)が不便(ふべん)です。,4.4
水は家が集まっている場所に滝のように降って、洪水のようになりました。,水(みず)は家(いえ)が集(あつ)まっている場所(ばしょ)に滝(たき)のように降(ふ)って、洪水(こうずい)のようになりました。,3.3
１０人以上の人が足などにけがをしました。,１０人(にん)以上(いじょう)の人(ひと)が足(あし)などにけがをしました。,4.8
水道会社などが水道管が壊れた原因を調べています。,水道(すいどう)会社(がいしゃ)などが水道管(すいどうかん)が壊(こわ)れた原因(げんいん)を調(しら)べています。,3.8
このカメラは、今までのカメラの７倍の広さを１枚の写真に撮ることができます。,このカメラは、今(いま)までのカメラの７倍(ばい)の広(ひろ)さを１枚(まい)の写真(しゃしん)に撮(と)ることができます。,3.3
また、ＷＨＯ＝世界保健機関が決めた基準の７倍以上です。,また、ＷＨＯ＝世界保健機関(せかいほけんきかん)が決(き)めた基準(きじゅん)の７倍(ばい)以上(いじょう)です。,3.2
その結果、「インターネット依存」になっている中学生と高校生は８．１％でした。,その結果(けっか)、「インターネット依存(いそん)」になっている中学生(ちゅうがくせい)と高校生(こうこうせい)は８．１％でした。,4.0
