sent,level
テレビやラジオなどで正しい情報を集めて、安全かどうか調べてから帰りましょう。,3.5
「１７１」に電話をすると、伝言を録音したり、聞いたりすることができます。,3.5
地震が起こる前に、使い方を調べておきましょう。,3.5
地震はいつ、どこで起こるかわかりません。,3.5
大きな地震が起こると、いつもと同じ生活ができなくなるかもしれません。,3.5
道が通れなくなって、スーパーなどの店に品物が来なくなることがあります。,3.5
水は１日に１人２Ｌぐらい必要だと言われています。,3.5
家族にお年寄りや赤ちゃんがいる場合は、必要な物も準備しておきましょう。,3.5
地震で家が壊れないようにしておくことはとても大切です。,3.5
特に、１９８１年より前に建てた家は建物の強さが十分ではないかもしれません。,3.5
専門家に調べてもらって、必要があったら建物を強くする工事をしてください。,3.5
家の中が安全かどうか、もう一度チェックしましょう。,3.5
津波は、海の底で大きな地震があると、来る可能性があります。,3.5
津波は、川を逆流して海から遠い場所まで来ることがあります。,3.5
津波には、とても強い力があります。,3.5
また、津波が来るスピードはとても速いです。,3.5
津波の警報や注意報が出ているときは、安全な場所にいてください。,3.5
そのために、どこに避難するか、どの道を通って避難するか決めておきましょう。,3.5
警視庁は「交通ルールやマナーを守って楽しんでほしい」としています。,3.5
ことし７月からは油井亀美也さんが、５か月間の長期滞在を行っています。,3.5
核の廃絶を目指すようなテーマパークになっていくのではないかという印象を受けた。,3.5
ただ、生活は続いていますし、やめるわけにもいきません。,3.5
単位は万人、△はプラス、▲はマイナス。,3.5
ロシアとトルコの２国間関係に深刻な影響を与えるだろう。,3.5
事態がエスカレートすることは避けなければならない。,3.5
気象台は、落雪や雪崩、それに路面の凍結などに注意するよう呼びかけています。,3.5
攻撃機の機器が故障し、爆撃禁止のリストも確認しなかったことは衝撃だ。,3.5
寒い冬を前に兵庫県姫路市の動物園ではカピバラの露天風呂が設けられました。,3.5
カピバラはネズミの仲間で、南アメリカ大陸のアマゾン川流域に生息しています。,3.5
この「カピバラ温泉」は来年３月下旬まで設置されます。,3.5
ＣＯＰに各国の首脳が集まるのは６年ぶりのことで、合意への期待が高まっています。,3.5
水木さんは大正１１年に大阪で生まれ、鳥取県の境港市で育ちました。,3.5
水木さんは３０日午前７時ごろ心不全のため東京都内の病院で亡くなりました。,3.5
特に車の色が暗い場合は、ライトを点灯していないとさらに見えにくくなっています。,3.5
津軽鉄道のストーブ列車は、１日から来年３月３１日まで、毎日運行されます。,3.5
泡が出るタイプのハンドソープなどで洗うことができる設計になっています。,3.5
「ジャパニーズウイスキー」は、その名のとおり日本で生産されたウイスキーです。,3.5
「スーパーフード」は、栄養面に特に優れ、健康や美容によいとされる自然食品です。,3.5
「のどぐろ」は、北陸や山陰などで高級魚として扱われるアカムツの別名です。,3.5
このうち埼玉県鶴ヶ島市は、市ぐるみで応募作品を選ぶ取り組みを行いました。,3.5
一部の日系企業は、在宅勤務や勤務時間の短縮などの対応を取っています。,3.5
将来に向けて大きな期待を持っています。,3.5
公表されたのは２つのグループの案です。,3.5
上限が１５５０億円と設定されている総工費は、１４８９億円余りです。,3.5
自分のスケートを向上させて磨いていくことが大切。,3.5
羽生結弦選手が帰国した羽田空港では、大勢のファンが待ち受けました。,3.5
